DEPTH,GR,RT,RHOB,NPHI,DTS
3155.3,10.466,2.659,2.522,0.126,128.191
3155.4,9.118,2.659,2.52,0.127,128.332
3155.5,8.793,2.651,2.515,0.128,128.094
3155.6,8.82,2.647,2.51,0.128,127.547
3155.7,8.642,2.646,2.504,0.129,126.455
3155.8,7.727,2.639,2.5,0.129,125.818
3155.9,7.505,2.638,2.5,0.131,125.583
3156.0,7.557,2.656,2.503,0.129,125.782
3156.1,7.734,2.704,2.506,0.127,125.962
3156.2,7.961,2.739,2.508,0.125,126.123
3156.3,8.063,2.782,2.51,0.122,126.05
3156.4,8.53,2.812,2.512,0.122,125.935
3156.5,8.273,2.871,2.513,0.122,125.78
3156.6,8.333,2.872,2.514,0.121,125.313
3156.7,8.538,2.884,2.515,0.122,124.903
3156.8,9.004,2.864,2.516,0.118,124.634
3156.9,9.183,2.892,2.517,0.119,124.123
3157.0,8.943,2.944,2.519,0.118,123.593
3157.1,9.04,2.988,2.525,0.117,123.1
3157.2,8.824,3.014,2.533,0.117,122.63
3157.3,8.883,3.042,2.539,0.115,122.079
3157.4,8.58,3.057,2.542,0.116,121.319
3157.5,8.392,3.049,2.542,0.117,121.684
3157.6,8.245,3.033,2.541,0.112,122.3
3157.7,8.576,3.027,2.54,0.113,122.64
3157.8,9.472,3.04,2.542,0.114,123.267
3157.9,9.828,3.056,2.545,0.114,123.978
3158.0,9.767,3.071,2.548,0.114,124.57
3158.1,9.857,3.093,2.548,0.113,125.238
3158.2,11.807,3.114,2.547,0.112,125.9
3158.3,11.082,3.126,2.546,0.11,126.308
3158.4,11.043,3.17,2.548,0.11,126.73
3158.5,10.988,3.187,2.55,0.11,127.137
3158.6,10.812,3.189,2.55,0.114,127.336
3158.7,11.74,3.188,2.548,0.115,127.504
3158.8,11.646,3.21,2.548,0.116,127.633
3158.9,12.468,3.234,2.552,0.117,127.473
3159.0,13.564,3.227,2.557,0.118,127.434
3159.1,13.996,3.213,2.561,0.12,127.503
3159.2,14.166,3.189,2.56,0.122,126.91
3159.3,14.037,3.165,2.557,0.124,126.168
3159.4,13.508,3.143,2.552,0.124,125.26
3159.5,12.663,3.122,2.545,0.124,123.466
3159.6,12.258,3.101,2.539,0.124,122.669
3159.7,11.658,3.074,2.536,0.124,123.244
3159.8,11.504,3.05,2.534,0.123,124.113
3159.9,12.077,3.003,2.532,0.126,125.007
3160.0,12.474,2.951,2.531,0.127,125.893
3160.1,11.705,2.905,2.531,0.128,126.219
3160.2,11.368,2.88,2.531,0.129,126.368
3160.3,11.341,2.843,2.531,0.128,126.35
3160.4,11.472,2.791,2.527,0.128,126.373
3160.5,10.401,2.773,2.521,0.129,126.477
3160.6,9.595,2.764,2.513,0.131,126.754
3160.7,8.096,2.751,2.507,0.131,126.538
3160.8,7.568,2.663,2.505,0.134,126.136
3160.9,8.221,2.621,2.504,0.133,125.634
3161.0,8.167,2.58,2.503,0.134,125.442
3161.1,7.58,2.536,2.501,0.134,125.319
3161.2,7.327,2.522,2.5,0.133,124.962
3161.3,8.139,2.515,2.501,0.132,124.562
3161.4,9.738,2.516,2.503,0.131,124.189
3161.5,9.656,2.499,2.506,0.131,124.107
3161.6,8.769,2.474,2.509,0.13,124.269
3161.7,9.156,2.473,2.512,0.131,124.6
3161.8,10.056,2.488,2.515,0.134,125.108
3161.9,9.128,2.498,2.517,0.135,125.355
3162.0,10.597,2.51,2.52,0.135,125.416
3162.1,10.572,2.524,2.524,0.132,125.649
3162.2,10.599,2.531,2.528,0.13,125.819
3162.3,9.838,2.537,2.53,0.127,125.933
3162.4,10.834,2.547,2.531,0.122,125.834
3162.5,10.117,2.574,2.531,0.12,126.216
3162.6,10.985,2.593,2.532,0.123,127.13
3162.7,11.201,2.623,2.534,0.125,127.971
3162.8,12.015,2.641,2.536,0.127,128.587
3162.9,12.449,2.657,2.535,0.129,128.906
3163.0,11.671,2.666,2.532,0.13,129.28
3163.1,11.462,2.688,2.531,0.129,129.606
3163.2,11.113,2.708,2.533,0.128,129.844
3163.3,11.411,2.727,2.535,0.126,129.749
3163.4,11.199,2.737,2.535,0.126,129.66
3163.5,11.32,2.751,2.533,0.126,129.695
3163.6,11.041,2.766,2.529,0.127,129.126
3163.7,10.827,2.767,2.526,0.126,128.453
3163.8,10.622,2.776,2.524,0.125,127.879
3163.9,10.434,2.793,2.524,0.124,126.959
3164.0,9.856,2.804,2.526,0.122,126.081
3164.1,9.818,2.825,2.527,0.12,125.698
3164.2,10.009,2.845,2.529,0.118,125.452
3164.3,9.781,2.864,2.529,0.117,125.355
3164.4,10.346,2.871,2.528,0.117,125.666
3164.5,10.711,2.87,2.527,0.117,125.842
3164.6,11.311,2.877,2.527,0.119,125.993
3164.7,10.223,2.87,2.527,0.12,126.413
3164.8,9.412,2.876,2.528,0.118,126.516
3164.9,10.396,2.855,2.528,0.118,126.414
3165.0,10.605,2.834,2.529,0.117,126.222
3165.1,11.226,2.812,2.531,0.12,125.901
3165.2,10.339,2.796,2.533,0.121,125.463
3165.3,9.897,2.789,2.534,0.122,124.589
3165.4,9.639,2.777,2.534,0.122,124.421
3165.5,9.521,2.779,2.533,0.121,124.909
3165.6,9.327,2.767,2.531,0.12,124.968
3165.7,9.397,2.763,2.529,0.12,125.272
3165.8,10.11,2.76,2.528,0.124,125.849
3165.9,9.963,2.759,2.528,0.125,125.989
3166.0,9.937,2.748,2.527,0.126,126.415
3166.1,9.91,2.741,2.525,0.126,127.264
3166.2,9.29,2.734,2.522,0.126,127.929
3166.3,9.305,2.732,2.518,0.127,128.76
3166.4,9.221,2.732,2.514,0.126,129.903
3166.5,9.704,2.726,2.51,0.127,129.821
3166.6,9.897,2.719,2.507,0.129,129.699
3166.7,10.149,2.691,2.505,0.134,129.936
3166.8,10.0,2.672,2.504,0.136,130.215
3166.9,9.841,2.634,2.503,0.138,130.511
3167.0,9.809,2.605,2.504,0.137,130.824
3167.1,9.618,2.573,2.505,0.134,130.926
3167.2,9.319,2.56,2.506,0.133,130.863
3167.3,9.019,2.52,2.506,0.131,130.482
3167.4,9.282,2.481,2.506,0.129,130.122
3167.5,9.474,2.461,2.508,0.131,129.671
3167.6,9.377,2.432,2.51,0.131,128.776
3167.7,9.165,2.416,2.513,0.131,128.78
3167.8,9.46,2.395,2.516,0.135,129.192
3167.9,9.725,2.361,2.517,0.139,129.227
3168.0,9.1,2.305,2.516,0.143,129.512
3168.1,9.389,2.237,2.511,0.145,129.938
3168.2,9.253,2.095,2.503,0.15,130.179
3168.3,9.771,2.021,2.493,0.15,130.377
3168.4,9.732,1.994,2.487,0.15,130.553
3168.5,10.446,2.004,2.485,0.147,130.963
3168.6,10.964,2.028,2.485,0.144,131.201
3168.7,10.998,2.046,2.486,0.141,131.278
3168.8,11.073,2.054,2.486,0.142,131.575
3168.9,10.462,2.071,2.486,0.142,131.683
3169.0,11.228,2.083,2.487,0.143,131.572
3169.1,12.17,2.093,2.49,0.141,131.276
3169.2,11.68,2.106,2.493,0.145,130.901
3169.3,10.852,2.112,2.493,0.145,130.432
3169.4,10.735,2.123,2.492,0.146,130.183
3169.5,11.217,2.141,2.49,0.146,130.068
3169.6,11.633,2.155,2.49,0.145,130.136
3169.7,12.223,2.165,2.493,0.145,130.528
3169.8,12.246,2.175,2.498,0.146,130.86
3169.9,12.183,2.183,2.504,0.148,130.941
3170.0,12.153,2.2,2.509,0.147,130.954
3170.1,11.693,2.213,2.514,0.148,130.952
3170.2,12.058,2.218,2.518,0.148,130.961
3170.3,11.975,2.227,2.518,0.147,131.451
3170.4,12.551,2.235,2.513,0.147,132.146
3170.5,11.479,2.24,2.504,0.149,132.993
3170.6,11.774,2.247,2.497,0.147,133.497
3170.7,12.206,2.255,2.494,0.147,133.719
3170.8,11.359,2.257,2.493,0.144,133.318
3170.9,10.327,2.263,2.492,0.143,132.915
3171.0,10.044,2.263,2.493,0.145,132.497
3171.1,10.696,2.274,2.495,0.145,131.979
3171.2,10.354,2.267,2.496,0.147,132.12
3171.3,10.575,2.27,2.496,0.146,132.607
3171.4,11.938,2.269,2.495,0.146,132.218
3171.5,11.941,2.276,2.493,0.146,132.091
3171.6,11.608,2.282,2.492,0.145,132.153
3171.7,12.494,2.289,2.492,0.145,131.753
3171.8,10.681,2.299,2.492,0.147,131.903
3171.9,9.584,2.305,2.491,0.146,132.579
3172.0,8.475,2.313,2.491,0.146,132.808
3172.1,8.404,2.331,2.492,0.144,132.959
3172.2,9.68,2.339,2.493,0.142,133.025
3172.3,9.938,2.346,2.493,0.139,132.656
3172.4,10.487,2.353,2.493,0.139,132.123
3172.5,10.717,2.35,2.495,0.141,131.4
3172.6,10.567,2.351,2.499,0.143,130.734
3172.7,10.307,2.362,2.504,0.143,130.229
3172.8,10.355,2.368,2.508,0.143,129.987
3172.9,10.613,2.377,2.508,0.143,129.832
3173.0,10.31,2.392,2.506,0.137,129.78
3173.1,9.761,2.405,2.503,0.139,129.916
3173.2,10.173,2.412,2.502,0.134,130.051
3173.3,10.406,2.418,2.505,0.134,130.15
3173.4,10.459,2.422,2.51,0.132,130.152
3173.5,10.57,2.425,2.515,0.132,130.042
3173.6,10.959,2.428,2.517,0.131,129.875
3173.7,10.872,2.42,2.518,0.132,129.641
3173.8,11.008,2.416,2.519,0.133,129.437
3173.9,11.898,2.414,2.523,0.134,129.239
3174.0,12.243,2.41,2.529,0.132,129.002
3174.1,12.334,2.419,2.532,0.133,128.816
3174.2,11.461,2.409,2.53,0.13,128.658
3174.3,11.571,2.408,2.526,0.13,128.49
3174.4,10.69,2.403,2.522,0.129,128.334
3174.5,9.608,2.403,2.519,0.129,128.169
3174.6,9.649,2.404,2.516,0.133,127.82
3174.7,9.308,2.391,2.513,0.134,127.621
3174.8,8.408,2.39,2.509,0.132,127.547
3174.9,8.44,2.39,2.505,0.132,127.601
3175.0,8.207,2.387,2.505,0.135,127.505
3175.1,8.912,2.39,2.507,0.137,127.263
3175.2,8.828,2.377,2.511,0.136,127.483
3175.3,8.961,2.363,2.512,0.137,127.825
3175.4,9.134,2.341,2.51,0.139,128.301
3175.5,8.609,2.349,2.504,0.142,128.952
3175.6,8.443,2.318,2.496,0.144,129.258
3175.7,8.869,2.286,2.489,0.146,129.053
3175.8,8.864,2.273,2.484,0.148,128.447
3175.9,8.3,2.25,2.48,0.148,127.669
3176.0,8.398,2.22,2.478,0.146,126.681
3176.1,8.757,2.194,2.477,0.143,125.328
3176.2,7.551,2.167,2.476,0.141,124.67
3176.3,6.798,2.142,2.476,0.141,125.675
3176.4,6.734,2.133,2.476,0.144,125.741
3176.5,6.88,2.139,2.475,0.148,125.541
3176.6,7.132,2.14,2.472,0.15,125.29
3176.7,7.37,2.135,2.469,0.147,125.284
3176.8,8.148,2.135,2.469,0.146,125.432
3176.9,8.11,2.123,2.473,0.146,125.828
3177.0,7.812,2.136,2.479,0.144,125.899
3177.1,7.889,2.133,2.485,0.145,125.745
3177.2,7.847,2.139,2.489,0.143,125.185
3177.3,7.27,2.15,2.492,0.139,124.75
3177.4,7.662,2.163,2.494,0.137,124.473
3177.5,8.075,2.193,2.495,0.135,124.846
3177.6,8.697,2.223,2.494,0.133,125.284
3177.7,7.868,2.234,2.493,0.131,125.747
3177.8,7.53,2.245,2.492,0.133,125.973
3177.9,7.525,2.279,2.491,0.132,126.158
3178.0,8.066,2.312,2.49,0.132,126.31
3178.1,8.661,2.346,2.489,0.133,126.489
3178.2,8.867,2.409,2.49,0.13,126.718
3178.3,9.166,2.469,2.493,0.133,126.996
3178.4,9.024,2.498,2.498,0.135,127.351
3178.5,9.335,2.534,2.504,0.136,127.629
3178.6,9.792,2.554,2.51,0.132,127.811
3178.7,9.323,2.576,2.514,0.132,127.975
3178.8,9.704,2.587,2.514,0.131,127.958
3178.9,10.306,2.615,2.513,0.13,127.678
3179.0,10.423,2.64,2.511,0.13,127.388
3179.1,10.361,2.681,2.509,0.13,126.941
3179.2,10.638,2.707,2.508,0.129,126.216
3179.3,10.874,2.734,2.508,0.129,125.33
3179.4,11.106,2.77,2.511,0.129,124.566
3179.5,11.467,2.792,2.515,0.128,124.142
3179.6,10.37,2.802,2.521,0.125,123.994
3179.7,9.237,2.811,2.525,0.124,124.055
3179.8,9.063,2.841,2.527,0.122,124.492
3179.9,9.205,2.872,2.526,0.119,124.428
3180.0,9.47,2.878,2.524,0.117,124.229
3180.1,9.618,2.875,2.525,0.113,124.181
3180.2,8.987,2.88,2.527,0.112,123.844
3180.3,9.0,2.876,2.53,0.112,123.454
3180.4,8.383,2.872,2.531,0.115,123.437
3180.5,8.095,2.848,2.532,0.118,123.614
3180.6,8.231,2.822,2.533,0.122,123.917
3180.7,9.832,2.811,2.535,0.125,124.347
3180.8,10.48,2.81,2.538,0.126,124.912
3180.9,9.375,2.797,2.538,0.126,125.531
3181.0,8.817,2.798,2.535,0.125,125.651
3181.1,9.002,2.797,2.53,0.123,125.785
3181.2,9.276,2.803,2.527,0.123,125.923
3181.3,9.481,2.806,2.526,0.124,125.808
3181.4,10.14,2.792,2.526,0.124,125.722
3181.5,10.68,2.778,2.525,0.125,125.665
3181.6,10.613,2.77,2.524,0.125,125.807
3181.7,9.536,2.771,2.523,0.124,125.879
3181.8,9.454,2.768,2.522,0.123,125.861
3181.9,8.695,2.762,2.522,0.121,126.263
3182.0,8.431,2.751,2.522,0.121,126.532
3182.1,8.609,2.744,2.522,0.122,126.557
3182.2,9.445,2.734,2.522,0.123,127.111
3182.3,9.25,2.731,2.52,0.125,127.611
3182.4,9.851,2.72,2.52,0.128,127.879
3182.5,8.733,2.707,2.521,0.131,127.953
3182.6,8.601,2.699,2.521,0.133,127.882
3182.7,9.591,2.691,2.518,0.133,127.573
3182.8,8.866,2.681,2.513,0.136,127.128
3182.9,8.785,2.667,2.507,0.137,126.68
3183.0,8.578,2.648,2.502,0.134,126.335
3183.1,7.914,2.625,2.498,0.134,126.257
3183.2,8.03,2.634,2.494,0.133,126.262
3183.3,8.108,2.636,2.493,0.131,126.221
3183.4,7.971,2.63,2.493,0.129,126.041
3183.5,7.557,2.631,2.495,0.129,125.809
3183.6,8.416,2.638,2.499,0.132,125.63
3183.7,9.45,2.658,2.504,0.129,125.446
3183.8,9.553,2.649,2.509,0.128,125.301
3183.9,9.515,2.653,2.512,0.127,125.474
3184.0,10.15,2.666,2.514,0.125,125.613
3184.1,9.866,2.702,2.514,0.124,125.737
3184.2,9.582,2.736,2.514,0.123,125.996
3184.3,9.325,2.747,2.513,0.124,126.115
3184.4,9.336,2.742,2.511,0.126,126.117
3184.5,10.232,2.745,2.511,0.129,126.271
3184.6,10.151,2.772,2.512,0.13,126.313
3184.7,10.932,2.778,2.515,0.13,126.243
3184.8,10.619,2.786,2.52,0.13,126.311
3184.9,10.711,2.793,2.527,0.128,126.521
3185.0,11.591,2.806,2.533,0.127,126.902
3185.1,11.815,2.82,2.537,0.123,127.215
3185.2,12.268,2.848,2.537,0.125,127.413
3185.3,12.807,2.869,2.534,0.124,127.446
3185.4,12.545,2.892,2.531,0.124,127.352
3185.5,11.466,2.898,2.529,0.124,127.185
3185.6,11.725,2.916,2.529,0.124,126.916
3185.7,11.422,2.925,2.53,0.124,127.203
3185.8,10.923,2.928,2.53,0.123,127.611
3185.9,11.095,2.961,2.529,0.123,128.03
3186.0,11.716,2.973,2.528,0.124,128.221
3186.1,11.465,2.977,2.525,0.126,128.345
3186.2,11.089,2.994,2.523,0.126,128.464
3186.3,11.138,2.992,2.522,0.123,128.423
3186.4,10.995,2.984,2.524,0.123,128.351
3186.5,11.019,2.974,2.526,0.124,128.381
3186.6,10.458,2.957,2.528,0.125,128.462
3186.7,10.462,2.969,2.53,0.126,128.641
3186.8,10.723,2.97,2.529,0.123,129.209
3186.9,11.504,2.986,2.527,0.123,129.657
3187.0,12.177,3.0,2.525,0.122,130.025
3187.1,12.469,2.989,2.523,0.121,130.306
3187.2,12.744,2.976,2.524,0.121,130.492
3187.3,12.355,2.969,2.526,0.119,130.617
3187.4,12.156,2.955,2.527,0.119,130.838
3187.5,12.193,2.911,2.528,0.12,131.071
3187.6,11.132,2.915,2.528,0.121,131.314
3187.7,11.364,2.924,2.528,0.125,131.586
3187.8,11.734,2.912,2.529,0.126,131.732
3187.9,11.508,2.912,2.529,0.126,131.747
3188.0,12.153,2.888,2.529,0.125,131.624
3188.1,12.323,2.889,2.529,0.124,131.493
3188.2,12.333,2.854,2.529,0.124,131.357
3188.3,12.147,2.837,2.531,0.123,131.187
3188.4,11.13,2.825,2.533,0.122,130.96
3188.5,10.763,2.809,2.533,0.121,130.652
3188.6,11.158,2.785,2.529,0.12,130.17
3188.7,11.747,2.779,2.524,0.12,129.753
3188.8,11.978,2.746,2.52,0.124,129.506
3188.9,11.296,2.715,2.518,0.126,129.336
3189.0,10.561,2.689,2.517,0.128,129.239
3189.1,9.945,2.646,2.515,0.129,129.273
3189.2,9.724,2.597,2.511,0.129,129.448
3189.3,8.779,2.536,2.506,0.127,129.813
3189.4,8.716,2.504,2.5,0.127,130.62
3189.5,8.519,2.449,2.498,0.129,131.241
3189.6,9.231,2.404,2.498,0.135,131.794
3189.7,9.107,2.372,2.499,0.14,132.348
3189.8,9.354,2.33,2.498,0.145,132.524
3189.9,9.131,2.315,2.496,0.146,132.553
3190.0,10.204,2.24,2.494,0.147,132.764
3190.1,11.062,2.215,2.491,0.149,132.611
3190.2,11.624,2.194,2.487,0.148,132.285
3190.3,10.804,2.171,2.483,0.146,132.293
3190.4,10.389,2.159,2.479,0.145,132.387
3190.5,10.334,2.129,2.477,0.143,132.556
3190.6,9.742,2.096,2.477,0.146,132.905
3190.7,10.274,2.064,2.479,0.147,133.175
3190.8,10.49,2.045,2.484,0.147,133.371
3190.9,10.333,2.02,2.489,0.147,133.061
3191.0,9.29,2.0,2.491,0.147,132.964
3191.1,8.917,1.983,2.489,0.147,133.09
3191.2,9.711,1.965,2.483,0.147,133.289
3191.3,10.085,1.948,2.478,0.148,133.481
3191.4,8.841,1.944,2.473,0.149,133.659
3191.5,9.117,1.946,2.47,0.149,133.425
3191.6,8.091,1.961,2.467,0.148,133.136
3191.7,8.242,1.968,2.468,0.148,132.822
3191.8,8.071,1.941,2.471,0.149,132.832
3191.9,8.375,1.944,2.475,0.151,132.949
3192.0,8.59,1.956,2.479,0.153,133.174
3192.1,8.373,1.965,2.481,0.152,133.172
3192.2,9.256,1.984,2.481,0.151,133.148
3192.3,9.859,1.997,2.48,0.149,133.187
3192.4,9.522,2.014,2.48,0.148,133.547
3192.5,9.613,2.026,2.481,0.148,134.013
3192.6,9.599,2.055,2.483,0.147,134.513
3192.7,10.327,2.06,2.485,0.146,134.978
3192.8,10.502,2.092,2.487,0.145,135.352
3192.9,10.017,2.112,2.488,0.146,135.413
3193.0,10.783,2.136,2.49,0.147,135.471
3193.1,11.14,2.162,2.494,0.146,135.515
3193.2,12.045,2.174,2.499,0.149,135.489
3193.3,12.45,2.191,2.502,0.15,135.381
3193.4,12.776,2.186,2.501,0.151,135.237
3193.5,13.24,2.195,2.499,0.151,135.209
3193.6,13.181,2.191,2.498,0.15,135.31
3193.7,14.208,2.185,2.499,0.15,135.509
3193.8,14.411,2.176,2.502,0.151,135.785
3193.9,14.614,2.172,2.505,0.151,135.97
3194.0,14.452,2.162,2.505,0.153,136.074
3194.1,12.752,2.143,2.502,0.151,136.21
3194.2,12.095,2.123,2.495,0.152,136.28
3194.3,11.294,2.112,2.487,0.151,136.283
3194.4,11.527,2.104,2.48,0.154,136.342
3194.5,11.636,2.084,2.475,0.154,136.334
3194.6,11.093,2.077,2.471,0.151,136.234
3194.7,11.497,2.065,2.471,0.15,135.908
3194.8,10.956,2.05,2.474,0.151,135.515
3194.9,11.236,2.028,2.479,0.148,135.052
3195.0,11.328,2.02,2.483,0.14,134.461
3195.1,10.68,2.065,2.486,0.139,133.941
3195.2,9.589,2.11,2.489,0.136,133.596
3195.3,9.172,2.135,2.492,0.135,133.083
3195.4,10.529,2.161,2.494,0.136,132.577
3195.5,11.533,2.237,2.497,0.135,132.184
3195.6,11.832,2.306,2.502,0.135,131.85
3195.7,12.127,2.342,2.509,0.135,131.612
3195.8,12.024,2.379,2.516,0.134,131.613
3195.9,11.589,2.419,2.519,0.134,131.985
3196.0,11.683,2.444,2.518,0.134,132.53
3196.1,10.803,2.481,2.514,0.131,133.192
3196.2,10.357,2.502,2.511,0.134,133.748
3196.3,10.731,2.52,2.51,0.134,134.181
3196.4,12.094,2.553,2.513,0.134,134.205
3196.5,12.422,2.583,2.516,0.133,134.235
3196.6,13.026,2.57,2.519,0.13,134.271
3196.7,11.926,2.569,2.52,0.129,134.317
3196.8,11.732,2.563,2.519,0.132,134.403
3196.9,11.772,2.549,2.518,0.131,134.503
3197.0,11.788,2.54,2.518,0.131,134.358
3197.1,11.754,2.529,2.517,0.13,134.19
3197.2,12.11,2.536,2.516,0.131,134.004
3197.3,13.228,2.51,2.514,0.132,133.927
3197.4,13.638,2.475,2.512,0.132,133.851
3197.5,12.641,2.463,2.51,0.133,133.775
3197.6,11.384,2.45,2.507,0.136,133.465
3197.7,10.247,2.454,2.504,0.136,133.051
3197.8,10.294,2.447,2.499,0.138,132.516
3197.9,10.148,2.403,2.496,0.139,131.979
3198.0,10.683,2.37,2.495,0.14,131.706
3198.1,10.425,2.331,2.494,0.141,131.859
3198.2,9.798,2.276,2.494,0.14,131.948
3198.3,9.903,2.249,2.494,0.138,132.131
3198.4,10.514,2.218,2.493,0.138,132.522
3198.5,10.316,2.19,2.492,0.139,132.777
3198.6,9.161,2.174,2.488,0.139,133.127
3198.7,9.268,2.162,2.484,0.141,133.793
3198.8,9.144,2.134,2.481,0.14,134.456
3198.9,9.14,2.099,2.48,0.141,134.994
3199.0,8.985,2.058,2.48,0.145,135.135
3199.1,10.475,2.024,2.481,0.146,135.071
3199.2,11.35,1.997,2.481,0.148,134.898
3199.3,10.515,1.995,2.482,0.149,134.607
3199.4,9.609,1.996,2.484,0.151,134.423
3199.5,10.936,2.002,2.486,0.154,134.399
3199.6,10.474,1.995,2.486,0.153,134.995
3199.7,10.064,1.977,2.485,0.153,135.492
3199.8,9.784,1.94,2.482,0.156,135.868
3199.9,9.683,1.909,2.478,0.155,135.688
3200.0,8.628,1.883,2.477,0.153,135.35
3200.1,8.845,1.872,2.476,0.151,134.888
3200.2,8.977,1.861,2.474,0.147,134.3
3200.3,8.882,1.859,2.471,0.146,133.833
3200.4,8.28,1.862,2.468,0.146,133.474
3200.5,8.896,1.869,2.465,0.151,133.345
3200.6,8.835,1.872,2.462,0.152,133.577
3200.7,8.201,1.883,2.46,0.152,134.207
3200.8,8.253,1.899,2.458,0.149,134.342
3200.9,8.553,1.915,2.458,0.142,134.421
3201.0,8.726,1.935,2.46,0.139,134.458
3201.1,9.075,1.946,2.462,0.145,134.055
3201.2,9.211,1.963,2.465,0.147,133.841
3201.3,10.153,1.978,2.467,0.149,134.01
3201.4,10.635,2.002,2.47,0.152,133.845
3201.5,11.462,2.024,2.474,0.151,133.821
3201.6,10.528,2.07,2.48,0.152,134.193
3201.7,11.491,2.097,2.486,0.152,134.306
3201.8,12.467,2.115,2.49,0.15,134.439
3201.9,12.866,2.155,2.492,0.146,134.778
3202.0,13.979,2.18,2.494,0.145,135.11
3202.1,14.417,2.206,2.497,0.143,135.491
3202.2,14.299,2.238,2.501,0.143,136.044
3202.3,14.179,2.257,2.505,0.143,136.433
3202.4,13.344,2.261,2.505,0.143,136.617
3202.5,13.288,2.272,2.505,0.142,136.203
3202.6,13.007,2.269,2.506,0.138,135.845
3202.7,12.64,2.262,2.509,0.138,135.46
3202.8,13.627,2.259,2.512,0.14,134.738
3202.9,12.779,2.24,2.511,0.144,134.137
3203.0,11.53,2.206,2.506,0.146,133.629
3203.1,10.766,2.178,2.499,0.147,133.278
3203.2,11.009,2.159,2.491,0.147,132.993
3203.3,11.181,2.137,2.486,0.15,132.764
3203.4,11.403,2.108,2.484,0.148,132.666
3203.5,10.1,2.095,2.482,0.149,132.341
3203.6,9.267,2.073,2.48,0.149,131.803
3203.7,8.526,2.05,2.476,0.151,131.672
3203.8,7.956,2.028,2.471,0.149,131.452
3203.9,7.814,1.998,2.467,0.151,131.133
3204.0,8.835,1.973,2.466,0.15,130.955
3204.1,8.64,1.971,2.467,0.149,130.829
3204.2,7.38,1.988,2.472,0.147,130.765
3204.3,8.053,1.991,2.477,0.147,130.809
3204.4,7.572,1.993,2.479,0.147,130.876
3204.5,7.315,1.996,2.478,0.147,130.963
3204.6,6.596,1.998,2.477,0.146,131.077
3204.7,7.558,2.004,2.478,0.145,131.143
3204.8,8.512,2.02,2.48,0.146,131.1
3204.9,8.78,2.04,2.484,0.145,131.126
3205.0,9.586,2.058,2.488,0.144,131.021
3205.1,9.161,2.104,2.493,0.142,130.531
3205.2,8.159,2.131,2.494,0.14,130.196
3205.3,8.248,2.147,2.494,0.138,129.916
3205.4,8.708,2.163,2.494,0.137,129.656
3205.5,9.853,2.175,2.495,0.138,129.496
3205.6,10.505,2.187,2.498,0.138,129.384
3205.7,10.441,2.209,2.5,0.137,129.303
3205.8,9.988,2.245,2.502,0.136,129.414
3205.9,9.956,2.283,2.505,0.133,129.573
3206.0,9.794,2.307,2.507,0.134,129.409
3206.1,9.738,2.307,2.507,0.135,129.312
3206.2,10.194,2.317,2.506,0.136,129.235
3206.3,10.705,2.35,2.505,0.137,128.93
3206.4,11.0,2.383,2.506,0.139,128.716
3206.5,11.659,2.42,2.507,0.139,128.575
3206.6,11.112,2.432,2.509,0.139,128.518
3206.7,10.88,2.437,2.509,0.134,128.446
3206.8,10.042,2.442,2.507,0.134,128.359
3206.9,10.709,2.44,2.504,0.134,128.698
3207.0,10.546,2.466,2.501,0.133,128.791
3207.1,10.619,2.468,2.5,0.133,128.599
3207.2,11.03,2.491,2.499,0.133,128.894
3207.3,11.672,2.489,2.499,0.134,129.057
3207.4,11.107,2.46,2.499,0.136,128.996
3207.5,10.803,2.485,2.498,0.136,128.958
3207.6,11.103,2.494,2.496,0.14,128.908
3207.7,11.086,2.509,2.495,0.14,128.833
3207.8,10.897,2.528,2.495,0.139,129.021
3207.9,11.053,2.553,2.495,0.138,129.492
3208.0,12.41,2.576,2.498,0.139,130.455
3208.1,14.289,2.607,2.504,0.14,131.256
3208.2,16.294,2.662,2.512,0.142,131.978
3208.3,16.818,2.701,2.52,0.142,132.603
3208.4,17.144,2.733,2.527,0.139,133.185
3208.5,17.951,2.772,2.531,0.137,133.761
3208.6,19.421,2.857,2.533,0.136,134.362
3208.7,19.752,2.91,2.537,0.134,134.953
3208.8,20.93,2.932,2.542,0.133,135.558
3208.9,21.505,2.927,2.547,0.131,136.246
3209.0,22.075,2.927,2.551,0.131,136.487
3209.1,21.711,2.919,2.554,0.129,136.435
3209.2,19.683,2.878,2.555,0.13,135.996
3209.3,18.944,2.882,2.553,0.133,135.287
3209.4,18.927,2.963,2.549,0.132,134.39
3209.5,18.786,3.017,2.546,0.129,133.353
3209.6,17.486,2.995,2.543,0.125,132.092
3209.7,14.839,3.017,2.54,0.118,130.661
3209.8,12.77,3.025,2.537,0.116,129.41
3209.9,12.149,3.003,2.533,0.112,128.215
3210.0,11.781,2.977,2.529,0.11,127.076
3210.1,11.755,2.978,2.528,0.107,126.042
3210.2,11.239,2.963,2.53,0.108,125.352
3210.3,11.232,2.957,2.533,0.109,125.057
3210.4,10.708,2.958,2.534,0.111,125.427
3210.5,10.257,2.968,2.533,0.114,125.911
3210.6,10.283,2.985,2.532,0.115,126.498
3210.7,11.358,2.997,2.532,0.116,127.534
3210.8,12.092,3.007,2.533,0.117,128.583
3210.9,12.664,3.004,2.535,0.117,129.56
3211.0,14.008,3.02,2.538,0.115,130.314
